ip,host_class,platform,site_name,registration_enabled,payment_enabled,api_base_url,oidc_oauth_provider_name,openapi_title,openapi_version,openapi_route_count,models_count,open_ports_aimap,titles,payment_gateways,oauth_enabled_flags,sensitive_hits,elapsed_s
64.83.15.60,D_private_closed_pool,Grok2API,,,,,,Grok2API,2.0.4.rc4,45,0,80,,,,,17.33
67.216.203.248,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,"80,8080",Sub2API - AI API Gateway,wechat,,,12.25
65.49.235.216,B_commercial_paid,Sub2API,Sub2API,False,True,,OIDC,币安订单操作Webhook服务,2.0.0,2,0,"80,8080",Sub2API - AI API Gateway,wechat,,,19.24
67.230.176.252,unknown,unknown,,,,,,,,0,0,"80,443",Welcome to nginx!;MCPHub Dashboard,,,,15.33
80.251.208.140,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Amazon Product Images;Sub2API - AI API Gateway,wechat,,,6.01
68.64.179.166,D_private_closed_pool,Sub2API,Sub2API,False,False,https://abfoods.cc/,OIDC,,,0,0,,301 Moved Permanently;Sub2API - AI API Gateway,wechat,,,16.04
74.48.151.91,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,404 Not Found;Sub2API - AI API Gateway,wechat,,,10.73
66.42.58.167,D_private_closed_pool,Sub2API,Sub2API,False,False,https://66.42.58.167:8443/,OIDC,,,0,0,,301 Moved Permanently;Invalid URL;Sub2API - AI API Gateway,wechat,,,19.6
70.39.204.84,D_private_closed_pool,Grok2API,,,,,,Grok2API,2.0.4.rc4,40,0,,Welcome to nginx!,,,,17.55
74.48.89.63,D_private_closed_pool,cousin,,,,,,Vertex AI Gemini 渠道管理面板,1.0.0,13,0,,Directory listing for /;没有找到站点,,,,11.48
77.73.14.197,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,"80,8080",Sub2API - AI API Gateway,wechat,,,13.1
82.27.183.133,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Welcome to nginx!;Sub2API - AI API Gateway,wechat,,,6.07
8.208.88.199,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,404 Not Found;Sub2API - AI API Gateway,wechat,,,13.14
69.63.218.222,D_private_closed_pool,Sub2API,Sub2API,False,,,,,,0,0,"80,443",301 Moved Permanently;Sub2API - AI API Gateway,,,,22.54
82.40.35.134,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway,wechat,,,5.98
85.237.206.44,E_auth_gate_everywhere,unknown,,,,,,,,0,0,,,,,,5.03
74.211.105.213,D_private_closed_pool,Sub2API,Sub2API,False,,,,,,0,0,,Sub2API - AI API Gateway,,,,21.59
62.172.174.61,E_auth_gate_everywhere,unknown,,,,,,,,0,0,,502 Bad Gateway,,,,39.01
8.211.40.200,A_open_registration,Sub2API,Sub2API,True,False,,OIDC,,,0,0,8080,Sub2API - AI API Gateway,,,,17.78
82.40.42.147,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway;301 Moved Permanently,wechat,,,8.2
86.53.106.120,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway,wechat,,,6.65
75.36.83.186,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,301 Moved Permanently;Sub2API - AI API Gateway,wechat,,,22.83
82.40.34.240,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,301 Moved Permanently;502 Bad Gateway;Sub2API - AI API Gateway,wechat,,,12.82
8.211.128.216,unknown,unknown,,,,,,,,0,0,80,Welcome!,,,,21.1
72.253.143.247,D_private_closed_pool,Grok2API,,,,,,Grok2API,2.0.4.rc4,40,0,,404 Not Found,,,,28.74
96.44.165.61,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway,wechat,,,4.37
8.215.87.155,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,大鸟哥详情页 | 99元一套含5张主图+20屏详情页;不掉粉 - Twitter/X 互关KOL回关率真实数据;Sub2API - AI API Gateway,wechat,,,22.41
82.40.33.154,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,404 Not Found;Sub2API - AI API Gateway,wechat,,,16.38
82.158.91.77,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,SillyTavern - 欢迎;403 Forbidden;Sub2API - AI API Gateway;ChatGPT,wechat,,,23.06
8.219.175.55,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,301 Moved Permanently;Sub2API - AI API Gateway,wechat,,,20.41
85.209.49.75,unknown,unknown,,,,,,,,0,0,,"Sorry, the website has been stopped;flux-panel",,,,14.77
86.53.161.33,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Welcome to nginx!;语Ta;Sub2API - AI API Gateway,wechat,,,12.93
8.217.228.218,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway,wechat,,,24.01
8.220.199.92,D_private_closed_pool,Sub2API,Sub2API,False,,,,,,0,0,,Sub2API - AI API Gateway,,,,23.87
95.216.180.100,D_private_closed_pool,Sub2API,Sub2API,False,False,,OIDC,,,0,0,,Sub2API - AI API Gateway,wechat,,,11.28
87.232.98.98,D_private_closed_pool,Grok2API,Sub2API,False,,https://sub2api.mel0dy.cc,,Grok2API,2.0.4.rc3,39,0,,404 Not Found;Sub2API - AI API Gateway,,,,14.57
82.40.34.214,unknown,unknown,,,,,,,,0,0,,Caddy works!,,,,24.22
98.159.110.235,D_private_closed_pool,Grok2API,,,,,,Grok2API,2.0.4.rc0,42,0,80,404 Not Found,,,,14.5
89.106.78.112,unknown,Sub2API,,,,,,,,0,0,"8080,8090",Sub2API - AI API Gateway,,,,17.86
8.211.1.172,unknown,unknown,,,,,,,,0,0,,404 Not Found;恭喜，站点创建成功！,,,,44.48
