ip,port,platform,version,model_count,owned_by,top_5_models
"173.255.193.162",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.226.61",4000,"LiteLLM Proxy","",4,"anthropic|mistral|openai","openai/gpt-4o-mini|anthropic/claude-sonnet-4-5|openai/gpt-4o|mistral/mistral-large-latest"
"173.255.192.80",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.193.162",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.193.162",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.208.64",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.230.132.80",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.208.64",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.192.101",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.192.81",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.208.64",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.208.64",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.192.101",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.192.80",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.192.81",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.193.162",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.153",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.203.140",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.208.64",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.198.108",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"173.255.236.38",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.12",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.12",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.12",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.12",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.12",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.115.197",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.115.197",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.115.197",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.115.197",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.126.184",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.126.184",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.126.184",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.126.184",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.193",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.193",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.96.45",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.96.45",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.96.45",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.115.197",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.105.248",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.137.31",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.193",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.137.31",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.139.117",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.137.31",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.137.31",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.96.45",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.139.117",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.139.117",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.139.117",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.139.117",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.149.219",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.149.219",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.149.219",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.149.219",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.149.219",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.154.191",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.154.191",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.154.191",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.154.191",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.222",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.137.31",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.127.193",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.126.184",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"176.58.96.45",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.27",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.27",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.27",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.28",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.28",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.28",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.176.156",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.176.156",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.176.156",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.27",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.28",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.176.156",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.27",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.157.158",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.166.28",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.176.156",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.196",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.196",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.196",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.196",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.196",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"178.79.183.232",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.212",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"185.3.95.228",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"188.165.202.216",1337,"OpenAI-compat (generic)","",35,"","bakllava-1|codeninja-1.0-7b|command-r-34b|deepseek-coder-1.3b|deepseek-coder-34b"
"188.165.220.68",4000,"OpenAI-compat (generic)","",2,"openai","cohere-rerank-v3.5|jina"
"188.165.244.178",8080,"OpenAI-compat (generic)","",1,"llamacpp","gemma-3-1b-it-Q3_K_M.gguf"
"192.155.85.213",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.85.213",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.85.213",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.85.213",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.81",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.81",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.81",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.81",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.85.213",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.85.213",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.30",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.88.81",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.123",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.185",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.91.216",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.92.132",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.171",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.209",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.155.93.31",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",1234,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.53.163.72",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"192.99.63.86",8080,"OpenAI-compat (generic)","",9,"","dreamshaper|sd-1.5-ggml|sd-3.5-medium-ggml|voice-de-eva_k-x-low|voice-en-gb-alan-low"
"193.70.46.9",8080,"OpenAI-compat (generic)","",3,"","meta-llama-3.1-8b-instruct|Modelfile|Modelfile.llama"
"194.195.214.47",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"194.195.214.47",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"194.195.214.47",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"194.195.214.47",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"194.195.214.47",1337,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"194.195.214.47",8080,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.103.106",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.103.106",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.103.106",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.103.106",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.111.116",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.111.116",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.111.116",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.111.116",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.235",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.247",3000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.235",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.235",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.247",1234,"LM Studio","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.247",1337,"Jan AI / Cortex","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.247",4000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
"198.58.112.247",5000,"OpenAI-compat (generic)","",2,"openai|system","gpt-3.5-turbo-0613|gpt-4o-mini"
